talimat,giris,cevap,talimatLength,talimatWordCount,girisLength,girisWordCount,cevapLength,cevapWordCount,soru
 Bu cümleyi tam olarak aynı anlamı kullanarak daha karmaşık bir şekilde yeniden yazınız., Neden böyle bir karar verdiğini anlamıyorum.,Kararının arkasındaki mantığı anlamakta zorlanıyorum.,88,13,45,6,53,5, Bu cümleyi tam olarak aynı anlamı kullanarak daha karmaşık bir şekilde yeniden yazınız.  Neden böyle bir karar verdiğini anlamıyorum.
 Potansiyel müşterilere X ürününün faydalarını açıklayın., Ürün X: Yeni bir cep telefonu,"Ürün X, kullanıcılarına bir dizi avantaj sunan harika bir yeni cep telefonu. Şık, modern bir tasarıma ve güçlü bir işlemciye sahip olup, hızlı ve duyarlı performans sağlar. Cihaz, canlı renklere sahip geniş, yüksek çözünürlüklü bir ekrana sahip olup, sürükleyici ve keyifli bir izleme deneyimi sunar. Ek olarak, telefon gelişmiş güvenlik özellikleri ve uzun ömürlü pil ömrü ile birlikte gelir ve bu da onu güvenilir ve güvenli bir cihaz haline getirir.",57,6,30,6,452,70, Potansiyel müşterilere X ürününün faydalarını açıklayın.  Ürün X: Yeni bir cep telefonu
 Verilen bir cümleyi ayrıştırın ve bir özet oluşturun.,Cümle: Görünüşte basit olan yumurta kaynatma işi şaşırtıcı derecede zor olabilir., Yumurta haşlamak göründüğü kadar kolay değildir.,54,8,81,11,49,6, Verilen bir cümleyi ayrıştırın ve bir özet oluşturun. Cümle: Görünüşte basit olan yumurta kaynatma işi şaşırtıcı derecede zor olabilir.
 Belirli bir öğe grubunu kategorilere ayırın.," Tereyağı, yumurta, peynir, portakal suyu"," Süt Ürünleri: Tereyağı, Yumurta, Peynir İçecek: Portakal suyu",45,6,41,5,62,8," Belirli bir öğe grubunu kategorilere ayırın.  Tereyağı, yumurta, peynir, portakal suyu"
Belirli bir doğal unsuru anlatan kısa bir şiir yazın., Ateş,"Alevler gece gökyüzündeki bir alev gibi titreşiyor, Parlak ve yumuşak bir ışıkla dans ediyor. Kolayca uçup giden ateşli kırmızılar, turuncular ve sarılar, Çok parlak yanarken beni nazikçe kucaklıyorlar.",53,9,5,1,202,28,Belirli bir doğal unsuru anlatan kısa bir şiir yazın.  Ateş
 Cümleyi daha ilginç hale getirmek için farklı bir kelime dağarcığı kullanarak yeniden yazın., Kapıyı açıp içeri girdim., Kapının sürgüsünü açıp içeri girdim.,93,13,26,4,37,5, Cümleyi daha ilginç hale getirmek için farklı bir kelime dağarcığı kullanarak yeniden yazın.  Kapıyı açıp içeri girdim.
 Aşağıdaki ifadeye tanımlayıcı kelimeler ekleyin, huzurlu sabah," Sakin, sakin, sakin, huzurlu bir sabah.",48,5,14,2,40,6, Aşağıdaki ifadeye tanımlayıcı kelimeler ekleyin  huzurlu sabah
 Bir cümledeki en uzun palindromu çıkar., Bu palindromlu bir cümle," Cümledeki en uzun palindrom ""bir palindrom"" dur.",40,6,25,4,49,7, Bir cümledeki en uzun palindromu çıkar.  Bu palindromlu bir cümle
 Boşluğu değiştirerek cümleyi tamamlayınız.," Everest Dağı, Dünya'nın en yüksek dağı _______'dır.", Açık,43,4,52,7,5,1," Boşluğu değiştirerek cümleyi tamamlayınız.  Everest Dağı, Dünya'nın en yüksek dağı _______'dır."
 Sayıda verilen basamağın basamak değerini bulunuz., Numara: 3758 Rakam: 7, 3758 sayısındaki 7 rakamının basamak değeri yüzdür.,51,6,22,4,52,7, Sayıda verilen basamağın basamak değerini bulunuz.  Numara: 3758 Rakam: 7
" Bir ürün verildiğinde, onun için bir inceleme yazın.", Popüler bir protein tozu," Bu protein tozu sınıfının en iyisi! Harika bir tadı vardır, diğer bileşenlerle iyi karışır ve optimal kas kazanımı için gerekli amino asitlerle doludur. Egzersiz rutinlerini desteklemek için bir besin takviyesi arayan herkese şiddetle tavsiye ederim!",53,8,25,4,251,35," Bir ürün verildiğinde, onun için bir inceleme yazın.  Popüler bir protein tozu"
 Hikayeyi başka bir ülkede geçecek şekilde yeniden yazın., Hikaye Amerika Birleşik Devletleri'nde geçiyor ve bir yolculuğa çıkan iki arkadaş Sarah ve David'i takip ediyor., Hikaye Meksika'da geçiyor ve bir yolculuğa çıkan iki arkadaş Sarah ve David'i takip ediyor.,57,8,113,16,92,14, Hikayeyi başka bir ülkede geçecek şekilde yeniden yazın.  Hikaye Amerika Birleşik Devletleri'nde geçiyor ve bir yolculuğa çıkan iki arkadaş Sarah ve David'i takip ediyor.
 Bir öğenin değerini tahmin edin., Samsung Galaksi S20," Samsung Galaxy S20, yaklaşık 900 $ civarında bir perakende satış değerine sahip.",33,5,20,3,81,12, Bir öğenin değerini tahmin edin.  Samsung Galaksi S20
 Verilen teknolojinin kullanım durumunu adlandırın, Teknoloji: Doğal dil işleme," doğal dil işleme, sanal asistanlara güç sağlamak için kullanılabilir ve kullanıcıların yalnızca metin veya sesli komutları kullanarak cihazları aramasına ve kontrol etmesine olanak tanır.",50,5,28,4,188,24, Verilen teknolojinin kullanım durumunu adlandırın  Teknoloji: Doğal dil işleme
 Aşağıdaki metnin ana temasını açıklayınız.,Dağlar karla kaplıydı ve rüzgarın soğuğu ona çocukken karda oynadığı kış günlerini hatırlattı.," Metnin ana teması, özellikle kış günlerini hissetmek ve karda oynamak için çocukluk nostaljisidir.",43,5,94,13,99,13, Aşağıdaki metnin ana temasını açıklayınız. Dağlar karla kaplıydı ve rüzgarın soğuğu ona çocukken karda oynadığı kış günlerini hatırlattı.
 Aşağıdaki tweet'i alın ve ikna edici bir kopyaya dönüştürün:, En yeni ürünümüze göz atın!," _______ düşünme şeklinizde tamamen devrim yaratacak bu türünün tek örneği ürünü kaçırmayın! Sadece piyasadaki en yeni ürün değil, aynı zamanda en yenilikçi ve sofistike, ancak kullanımı kolay. Her iki dünyanın da en iyisini elde edin ve akranlarınızın gıpta ettiği kişi olun. Artık beklemeyin; bugün en yeni ürünümüzü kontrol ettiğinizden emin olun!",61,9,28,5,350,51, Aşağıdaki tweet'i alın ve ikna edici bir kopyaya dönüştürün:  En yeni ürünümüze göz atın!
 Aşağıdaki trivia sorusunun cevabını bulun., Zimbabwe'nin başkenti neresidir?, Harare.,43,5,33,3,8,1, Aşağıdaki trivia sorusunun cevabını bulun.  Zimbabwe'nin başkenti neresidir?
 Aşağıdaki sözlü ifadeyi matematiksel bir ifadeye yeniden yazın., İki sayının çarpımı 24'e eşittir, x * y = 24,64,8,33,5,11,5, Aşağıdaki sözlü ifadeyi matematiksel bir ifadeye yeniden yazın.  İki sayının çarpımı 24'e eşittir
 Sorunun olası nedeni nedir?, Web sitesi çok yavaş yükleniyor., Sorunun olası nedeni aşırı yüklenmiş bir web sunucusu veya yavaş bir internet bağlantısıdır.,28,4,33,5,93,13, Sorunun olası nedeni nedir?  Web sitesi çok yavaş yükleniyor.
 Daha açıklayıcı hale getirmek için cümleye bir kelime ekleyin., Aile parkı ziyaret etti.," Aile, parkı sevinçle ziyaret etti.",63,9,25,4,35,5, Daha açıklayıcı hale getirmek için cümleye bir kelime ekleyin.  Aile parkı ziyaret etti.
" Teknolojiyle ilgili bir ürün verildiğinde, birinin neden onu satın almak isteyeceğini açıklayın", Kablosuz şarj pedi,"Kablosuz şarj pedi, kablolarla uğraşmak zorunda kalmadan veya kabloları kaybetme endişesi duymadan cihazlarınızı şarj etmenin harika bir yoludur. Cihazlarınızı açık tutmanın kolay, verimli ve kullanışlı bir yoludur.",96,12,19,3,215,27," Teknolojiyle ilgili bir ürün verildiğinde, birinin neden onu satın almak isteyeceğini açıklayın  Kablosuz şarj pedi"
 Mevcut bir edebiyat eseri seçin ve önemli bir olay meydana gelmeseydi ne olacağını açıklayın.," Hikaye, John Green'in ""Yıldızlarımızdaki Hata""."," John Green'in yazdığı ""The Fault in Our Stars""ta Hazel ve Augustus tanışmasalardı, kanserle bireysel mücadeleleri devam edecekti. Hazel kendini yalnız hissetmeye devam edecekti ve durumu sonunda onu alt edecekti. Augustus, dünya karşısında giderek daha fazla hayal kırıklığına uğrayacak ve harekete geçmeye başlayacaktı. Hazel'ın desteği ve ilgisi olmasaydı, muhtemelen kendini daha karanlık bir yerde bulurdu.",94,14,48,5,411,54," Mevcut bir edebiyat eseri seçin ve önemli bir olay meydana gelmeseydi ne olacağını açıklayın.  Hikaye, John Green'in ""Yıldızlarımızdaki Hata""."
 Şirketin ürün yelpazesini dörde ayırın.," Yüz Kremleri, Gece Kremleri, Yüz Toniği, Güzellik Barları"," Kategori 1: Yüz Kremleri, Gece Kremleri Kategori 2: Yüz Tonerleri Kategori 3: Beauty Barlar Kategori 4:",40,5,58,8,104,16," Şirketin ürün yelpazesini dörde ayırın.  Yüz Kremleri, Gece Kremleri, Yüz Toniği, Güzellik Barları"
" Bir paragraf verildiğinde, tüm zamirleri uygun isimlerle veya üçüncü tekil şahıs fiilleriyle değiştirin.", İşiyle gurur duyuyordu ve bir fark yarattığını hissediyordu.," Johnny işiyle gurur duyuyordu ve Johnny, Johnny'nin bir fark yarattığını hissediyordu.",105,13,61,8,87,11," Bir paragraf verildiğinde, tüm zamirleri uygun isimlerle veya üçüncü tekil şahıs fiilleriyle değiştirin.  İşiyle gurur duyuyordu ve bir fark yarattığını hissediyordu."
 Aşağıdaki cümleyi işaret zamiri veya soru zamiri olarak sınıflandırın., O, Bu cümle bir işaret zamiridir.,71,9,2,1,31,5, Aşağıdaki cümleyi işaret zamiri veya soru zamiri olarak sınıflandırın.  O
" Aşağıdaki cümleye göre, ifade edilen duygu nedir?", Kapıyı sinirle çarparak kapattı, İfade edilen duygu öfkedir.,50,7,32,4,28,4," Aşağıdaki cümleye göre, ifade edilen duygu nedir?  Kapıyı sinirle çarparak kapattı"
 Tarihleri ISO 8601 formatına dönüştürün, 25 Kasım 2020," 25 Kasım 2020, ISO 8601 formatında 2020-11-25'tir.",40,5,14,3,51,7, Tarihleri ISO 8601 formatına dönüştürün  25 Kasım 2020
" Diyalog verildiğinde, onu bir sorgulama veya bir ifade olarak sınıflandırın.", Kullanıcı: Hesabımı nasıl silerim?, Sorgu,77,10,35,4,6,1," Diyalog verildiğinde, onu bir sorgulama veya bir ifade olarak sınıflandırın.  Kullanıcı: Hesabımı nasıl silerim?"
 Belirsiz kısmı kaldırmak için aşağıdaki cümleyi yeniden yazın, Robotlara insanlar gibi öğrenmeyi öğretmek mümkün mü?, Robotlara insanlara benzer bir şekilde öğrenmeyi öğretmek mümkün mü?,62,8,54,7,69,9, Belirsiz kısmı kaldırmak için aşağıdaki cümleyi yeniden yazın  Robotlara insanlar gibi öğrenmeyi öğretmek mümkün mü?
" Bir cümle verildiğinde, onu tanımlamak için bir cümlede en az beş sıfat kullanın.", dağ güzeldi," Görkemli, muhteşem, nefes kesici, sakin ve pitoresk dağ gerçekten güzeldi.",82,13,12,2,75,10," Bir cümle verildiğinde, onu tanımlamak için bir cümlede en az beş sıfat kullanın.  dağ güzeldi"
" Bir dizi veri noktası verildiğinde, doğrusal eğimi hesaplayın."," Veri noktaları: (2,0), (5,3), (7,4)"," Veri noktaları kümesinin doğrusal eğimi 0,714'tür.",63,8,36,5,51,6," Bir dizi veri noktası verildiğinde, doğrusal eğimi hesaplayın.  Veri noktaları: (2,0), (5,3), (7,4)"
 Verilen kelimeyi farklı bir bağlamda kullanarak cümleler oluşturun., örnek," Profesör, sıkı çalışmasının ve özverisinin herkes için bir ilham kaynağı olması gerektiğini söyleyerek onu öğrenciler için bir örnek olarak gösterdi.",68,8,6,1,150,20, Verilen kelimeyi farklı bir bağlamda kullanarak cümleler oluşturun.  örnek
 Aşağıdaki girişi alın ve bunun için Wikipedia tarzı bir tanım oluşturun., AI Asistanları,"AI Asistanları, kullanıcılara isteklere, görevlere ve sorgulara kişiselleştirilmiş yanıtlar sağlamak için yapay zekayı kullanan yazılım uygulamalarıdır. Kullanıcıların niyetlerini tespit edip yorumlamak ve ilgili bilgiler ve otomatikleştirilmiş eylemlerle yanıt vermek için doğal dil işleme ve makine öğrenimi algoritmalarını kullanırlar. AI Asistanları, günlük tüketici cihazları, otomatik müşteri hizmetleri temsilcileri ve dijital sağlık asistanları gibi çeşitli dijital ürünlerde yaygın olarak kullanılmaktadır. Bu dijital asistanlar, sıradan bir insan asistanın konuşmasını ve davranışını taklit ederek rahat, sohbete dayalı bir deneyim sağlamaya çalışıyor. AI asistanlarına örnek olarak Google Assistant, Amazon Alexa, Microsoft Cortana, Apple Siri ve IBM Watson verilebilir.",73,11,15,2,781,93, Aşağıdaki girişi alın ve bunun için Wikipedia tarzı bir tanım oluşturun.  AI Asistanları
 Belirli bir metnin olumlu bir duygu içerip içermediğini belirlemek için bir sınıflandırıcı oluşturun., Harikaydı!, Pozitif,102,13,11,1,8,1, Belirli bir metnin olumlu bir duygu içerip içermediğini belirlemek için bir sınıflandırıcı oluşturun.  Harikaydı!
 Kelime aşağıdaki paragrafı sayın," Bankacılık sektörü son birkaç on yılda büyük ölçüde değişti. Teknoloji ve dijital çözümlerin tanıtılmasıyla birlikte, müşteri odaklılık ve dijital çözümlere artan bir odaklanma var.", Paragrafta 28 kelime var.,33,4,182,24,26,4," Kelime aşağıdaki paragrafı sayın  Bankacılık sektörü son birkaç on yılda büyük ölçüde değişti. Teknoloji ve dijital çözümlerin tanıtılmasıyla birlikte, müşteri odaklılık ve dijital çözümlere artan bir odaklanma var."
" İki öğe verildiğinde, yeni bir füzyon öğesi oluşturun.", Çörek ve kurabiye," Bir ""dookie"", çörek ve kurabiyenin mükemmel birleşimidir. İçi yumuşacık çörek benzeri bir dokuya ve dışı çıtır çıtır kurabiyeye benzer bir dokuya sahiptir ve damak tadınıza zarar vermeyecek ince bir tatlılık sunar. Üstündeki şekerli sır, ona doğru miktarda tatlılık verir ve eklenen sprinkles, onu günün her saatinde harika bir ikram haline getirir.",55,8,18,3,350,51," İki öğe verildiğinde, yeni bir füzyon öğesi oluşturun.  Çörek ve kurabiye"
 Bu ifadenin klasik bir mantık hatası örneği olup olmadığını değerlendirin.," Daha fazla mülteci kabul etmezsek, sınırlarımızı dolduracaklar ve işlerimizi elimizden alacaklar."," Bu ifade, daha fazla mülteciyi kabul etmenin kaçınılmaz, aşırı bir sonuca yol açacağını varsaydığından, kaygan eğim mantık hatasına bir örnektir.",75,10,98,11,146,20," Bu ifadenin klasik bir mantık hatası örneği olup olmadığını değerlendirin.  Daha fazla mülteci kabul etmezsek, sınırlarımızı dolduracaklar ve işlerimizi elimizden alacaklar."
 Bu cümleye duyarlılık analizi uygulayın ve duyarlılık sonucunu çıkarın.," Bu makale, onu iyi bir okuma yapacak temel bileşenlerden yoksundur."," Bu cümlenin duygusu, makaleyi kötü yapan şeylerden bahsettiği için ""olumsuz"".",72,9,68,10,78,10," Bu cümleye duyarlılık analizi uygulayın ve duyarlılık sonucunu çıkarın.  Bu makale, onu iyi bir okuma yapacak temel bileşenlerden yoksundur."
 Bu listedeki en büyük şehri belirleyin.," New York, Tokyo, Los Angeles"," Tokyo, 13 milyonu aşan nüfusuyla listedeki en büyük şehir.",40,6,29,5,59,9," Bu listedeki en büyük şehri belirleyin.  New York, Tokyo, Los Angeles"
 Aşağıdaki kelimeleri cümle anlamlı olacak şekilde düzenleyiniz.," Aşk, her zaman, olacak, ben.", Her zaman seveceğim.,64,7,29,5,21,3," Aşağıdaki kelimeleri cümle anlamlı olacak şekilde düzenleyiniz.  Aşk, her zaman, olacak, ben."
 Aşağıdaki sıcaklığı Celsius'tan Fahrenheit'e dönüştürmek için bir program oluşturun, 32°C, celsius = 32 fahrenheit = (celsius * 9/5) + 32 print(fahrenheit) # Çıkış = 89.6°F,84,9,5,1,82,15, Aşağıdaki sıcaklığı Celsius'tan Fahrenheit'e dönüştürmek için bir program oluşturun  32°C
 Aşağıdaki tanıma uyan bir örnek veriniz.," Bir mikro ulus, başka hiçbir ülke tarafından tanınmayan bir ülke veya devlettir."," Sealand Prensliği, başka hiçbir ülke tarafından tanınmadığı için bir mikronasyon örneğidir.",41,6,81,12,92,11," Aşağıdaki tanıma uyan bir örnek veriniz.  Bir mikro ulus, başka hiçbir ülke tarafından tanınmayan bir ülke veya devlettir."
 Bir müşteriyi kişiselleştirilmiş bir mesajla karşılayın., John," Merhaba John, hoşgeldin! Bugün sana nasıl yardımcı olabilirim?",57,6,5,1,63,8, Bir müşteriyi kişiselleştirilmiş bir mesajla karşılayın.  John
 Belirli bir tonda bir cümle oluşturun., romantik," Gözlerinin içine bakarken, paylaştığımız aşk beni büyüledi.",39,6,9,1,60,7, Belirli bir tonda bir cümle oluşturun.  romantik
 İfadenin duygusal bir duygu içerip içermediğini belirleyin., Bunun neden hep benim başıma geldiğini anlamıyorum., Evet,60,7,52,7,5,1, İfadenin duygusal bir duygu içerip içermediğini belirleyin.  Bunun neden hep benim başıma geldiğini anlamıyorum.
 Mantıklı ve eksiksiz bir cümle yazmak için aşağıdaki cümleyi tamamlayın., ile kahvesini sipariş etti., Kahvesini iki şekerli ve kremalı olarak ısmarladı.,73,10,28,4,51,7, Mantıklı ve eksiksiz bir cümle yazmak için aşağıdaki cümleyi tamamlayın.  ile kahvesini sipariş etti.
Bu cümlenin ruh halini tanımlayın., Deneyin sonuçlarını görünce çok mutlu oldu., Cümlenin havası neşeli.,34,5,44,6,24,3,Bu cümlenin ruh halini tanımlayın.  Deneyin sonuçlarını görünce çok mutlu oldu.
